"Register Number",Date,Time,Location,"Vehicle Direction",Make,Colour,Photo,Violation,City,"Lane Name","Camera ID"
KL40SC205,2023-01-23,05:30:06,THAVALAKUZHI,,,Black,http://59.94.178.105/getFile/P02C062-2023012301032.jpg,,KOTTAYAM,"Thavalakuzhi To Pattithanam",C06
KL0ZB7073,2023-01-23,05:30:34,KADAMPATTUKONAM,,,NA,http://117.216.46.219/getFile/P05C121-2023012301496.jpg,,TRIVENDRAM,"Kadampattukonam to Kallambalam_Lane2",C12
KL34H3619,2023-01-23,05:30:35,"35th MILE",,,NA,http://59.94.179.116/getFile/P07C180-2023012300594.jpg,,IDUKKI,"35th Mile to Kuttikkanam",C18
TN88H7548,2023-01-23,05:30:35,WALAYAR_JN,,,Grey,http://117.251.18.178/getFile/P05C124-2023012300392.jpg,,PALAKKAD,"WALAYAR TO COVAI LANE_2",C12
KLQ684,2023-01-23,05:30:37,KADAMPATTUKONAM,,,NA,http://117.216.46.219/getFile/P05C121-2023012301498.jpg,,TRIVENDRAM,"Kadampattukonam to Kallambalam_Lane2",C12
KL0Z37073,2023-01-23,05:30:34,KADAMPATTUKONAM,,,Black,http://117.216.46.219/getFile/P05C111-2023012303574.jpg,,TRIVENDRAM,"Kadampattukonam to Kallambalam_Lane1",C11
KL54F9020,2023-01-23,05:30:37,CHANGARAMKULAM_JN,,,Black,http://117.221.64.243/getFile/P01C032-2023012300726.jpg,,MALAPPURAM,"CHANGARAMKULAM TO TSR 1",C03
KLQ684,2023-01-23,05:30:37,KADAMPATTUKONAM,,,NA,http://117.216.46.219/getFile/P05C121-2023012301498.jpg,,TRIVENDRAM,"Kadampattukonam to Kallambalam_Lane2",C12
KL33L7270,2023-01-23,05:30:01,LAIKKADU,,,Grey,http://59.94.178.105/getFile/P01C021-2023012301504.jpg,helmet_violation,KOTTAYAM,"Laikkad To Thiruvalla Lane 2",C02
KL11X090,2023-01-23,05:30:36,VAIDHYARANGADI_JN,,Suzuki,Black,http://117.247.180.163/getFile/P10C251-2023012303080.jpg,,KOZHIKODE,"VAIDHYARANGADI TO KKD LANE1",C25
KL04AG4865,2023-01-23,05:30:08,LAIKKADU,,,Grey,http://59.94.178.105/getFile/P01C031-2023012300596.jpg,,KOTTAYAM,"Laikkad To Kottayam Lane 1",C03
KL24Q6649,2023-01-23,05:30:37,KADAMPATTUKONAM,,,NA,http://117.216.46.219/getFile/P05C111-2023012303576.jpg,,TRIVENDRAM,"Kadampattukonam to Kallambalam_Lane1",C11
KL11AZ9509,2023-01-23,05:30:38,VAIDHYARANGADI_JN,,,Black,http://117.247.180.163/getFile/P10C231-2023012300240.jpg,,KOZHIKODE,"VAIDHYARANGADI TO MALAPPURAM LANE1",C23
KLAX09,2023-01-23,05:30:39,VAIDHYARANGADI_JN,,,Black,http://117.247.180.163/getFile/P10C231-2023012300242.jpg,,KOZHIKODE,"VAIDHYARANGADI TO MALAPPURAM LANE1",C23
KL45P3587,2023-01-23,05:32:04,BODIMETTU,,Suzuki,Black,http://59.94.179.116/getFile/P03C082-2023012300192.jpg,,IDUKKI,"Bodimettu To Tamil Nadu_Lane2",C08
KL35C0724,2023-01-23,05:29:57,"35th MILE",,,NA,http://59.94.179.116/getFile/P07C180-2023012300592.jpg,,IDUKKI,"35th Mile to Kuttikkanam",C18
KL22E4455,2023-01-23,05:30:09,LAIKKADU,,BMW,NA,http://59.94.178.105/getFile/P01C021-2023012301478.jpg,,KOTTAYAM,"Laikkad To Thiruvalla Lane 2",C02
KL05W9777,2023-01-23,05:30:41,THAVALAKUZHI,,,NA,http://59.94.178.105/getFile/P02C062-2023012301040.jpg,,KOTTAYAM,"Thavalakuzhi To Pattithanam",C06
TN99W5,2023-01-23,05:30:40,VAIDHYARANGADI_JN,,,Black,http://117.247.180.163/getFile/P10C241-2023012302222.jpg,,KOZHIKODE,"VAIDHYARANGADI TO MALAPPURAM LANE2",C24
KL22E4455,2023-01-23,05:30:09,LAIKKADU,,BMW,NA,http://59.94.178.105/getFile/P01C011-2023012301446.jpg,,KOTTAYAM,"Laikkad To Thiruvalla Lane 1",C01
KL38J1655,2023-01-23,05:09:26,VENGALLUR,,,NA,http://59.94.179.116/getFile/P06C160-2023012300768.jpg,,IDUKKI,"Vengallur to Muvattupuzha",C16
KLS5P395,2023-01-22,14:53:49,KODUMUDI_JN,,,Red,http://117.221.64.243/getFile/P05C111-2023012211516.jpg,helmet_violation,MALAPPURAM,"KODUMUDI TO PALAKKAD",C11
TN477792,2023-01-23,05:30:42,UCHARAKKADAVU_JN,,,NA,http://117.221.64.243/getFile/P06C131-2023012300688.jpg,,MALAPPURAM,"UCHARAKKADAV TO PALAKKAD",C13
KL52P2361,2023-01-23,05:30:40,NEELIYADU_JN,,,NA,http://117.221.64.243/getFile/P07C160-2023012300312.jpg,,MALAPPURAM,"NEELIYADU TO EDAPPAL",C16
KL50E8712,2023-01-23,05:30:42,KARINKALATHANI_JN,,Suzuki,Black,http://117.221.64.243/getFile/P02C052-2023012301010.jpg,,MALAPPURAM,"KARINKALATHANI TO PALAKKAD",C05
KL09311,2023-01-23,05:30:42,GOVINDAPURAM_JN,,,Black,http://117.251.18.178/getFile/P04C083-2023012300334.jpg,,PALAKKAD,"GOVINDHAPURAM TO POLLACHI",C08
KL23H1539,2023-01-23,05:30:43,LAIKKADU,,,NA,http://59.94.178.105/getFile/P01C041-2023012300736.jpg,helmet_violation,KOTTAYAM,"Laikkad To Kottayam Lane 2",C04
KL50D3322,2023-01-23,05:30:45,KANNIMARI_JN,,,Brown,http://117.251.18.178/getFile/P03C050-2023012300166.jpg,,PALAKKAD,"KANNIMARI TO PALAKAD",C05
KL34G77,2023-01-23,05:29:27,"35th MILE",,,NA,http://59.94.179.116/getFile/P07C180-2023012300590.jpg,,IDUKKI,"35th Mile to Kuttikkanam",C18
KL53M3241,2023-01-23,05:30:45,THOOTHA_JN,,,Grey,http://117.221.64.243/getFile/P03C071-2023012300776.jpg,,MALAPPURAM,"THOOTHA TO PALAKKAD",C07
KL52P2361,2023-01-23,05:30:46,NEELIYADU_JN,,Chevrolet,Black,http://117.221.64.243/getFile/P07C150-2023012300328.jpg,,MALAPPURAM,"NEELIYADU TO PATTAMBI",C15
KL60J0777,2023-01-23,05:30:46,PADANILAM_JN,,Audi,Black,http://117.247.180.163/getFile/P09C211-2023012301536.jpg,,KOZHIKODE,"PADANILAM TO KKD LANE1",C21
KL10Z2020,2023-01-23,05:09:25,VENGALLUR,,,NA,http://59.94.179.116/getFile/P06C150-2023012300738.jpg,,IDUKKI,"Vengallur to Thodupuzha",C15
KL23H1539,2023-01-23,05:30:43,LAIKKADU,,,NA,http://59.94.178.105/getFile/P01C041-2023012300736.jpg,helmet_violation,KOTTAYAM,"Laikkad To Kottayam Lane 2",C04
KL10AG3870,2023-01-23,05:30:44,KAKKODI_MUKKU_JN,,,Grey,http://117.247.180.163/getFile/P03C070-2023012300592.jpg,,KOZHIKODE,"KAKKODI TO BALUSSERY",C07
KL15A162,2023-01-23,05:30:21,THAVALAKUZHI,,,Grey,http://59.94.178.105/getFile/P02C052-2023012301560.jpg,,KOTTAYAM,"Thavalakuzhi To Kottayam",C05
KL38J1321,2023-01-23,05:30:48,VENGALLUR,,,NA,http://59.94.179.116/getFile/P06C160-2023012300880.jpg,,IDUKKI,"Vengallur to Muvattupuzha",C16
KL17M4325,2023-01-23,05:30:23,THAVALAKUZHI,,Suzuki,NA,http://59.94.178.105/getFile/P02C052-2023012301564.jpg,,KOTTAYAM,"Thavalakuzhi To Kottayam",C05
KL27G5450,2023-01-23,05:30:51,THAVALAKUZHI,,Suzuki,NA,http://59.94.178.105/getFile/P02C062-2023012301042.jpg,,KOTTAYAM,"Thavalakuzhi To Pattithanam",C06
KL27K6073,2023-01-23,05:30:25,LAIKKADU,,,Grey,http://59.94.178.105/getFile/P01C041-2023012300734.jpg,,KOTTAYAM,"Laikkad To Kottayam Lane 2",C04
KL02AY4073,2023-01-23,05:30:53,KADAMPATTUKONAM,,Renault,NA,http://117.216.46.219/getFile/P05C091-2023012303056.jpg,,TRIVENDRAM,"Kadampattukonam to Paripally_Lane1",C09
KL07CT6472,2023-01-23,05:30:25,THAVALAKUZHI,,Nissan,Black,http://59.94.178.105/getFile/P02C052-2023012301566.jpg,,KOTTAYAM,"Thavalakuzhi To Kottayam",C05
34L583,2023-01-23,05:29:21,"35th MILE",,,NA,http://59.94.179.116/getFile/P07C180-2023012300588.jpg,,IDUKKI,"35th Mile to Kuttikkanam",C18
TN41AF6390,2023-01-23,05:30:54,GOVINDAPURAM_JN,,,Black,http://117.251.18.178/getFile/P04C073-2023012300330.jpg,,PALAKKAD,"GOVINDHAPURAM TO PALAKAD",C07
KL38D7342,2023-01-23,05:09:14,VENGALLUR,,,NA,http://59.94.179.116/getFile/P06C160-2023012300766.jpg,,IDUKKI,"Vengallur to Muvattupuzha",C16
KL06AH2415,2023-01-23,05:30:25,THAVALAKUZHI,,,Grey,http://59.94.178.105/getFile/P02C062-2023012301036.jpg,,KOTTAYAM,"Thavalakuzhi To Pattithanam",C06
KL49G9456,2023-01-23,05:30:53,KANNIMARI_JN,,,Grey,http://117.251.18.178/getFile/P03C050-2023012300168.jpg,,PALAKKAD,"KANNIMARI TO PALAKAD",C05
TN22DE3711,2023-01-23,05:30:54,INCHIVILA,,,Black,http://117.216.46.219/getFile/P01C012-2023012300958.jpg,,TRIVENDRAM,"Inchivila To Trivandrum",C01
KL64L4198,2023-01-23,05:30:27,THAVALAKUZHI,,,NA,http://59.94.178.105/getFile/P02C052-2023012301568.jpg,,KOTTAYAM,"Thavalakuzhi To Kottayam",C05
KL05AV1783,2023-01-23,05:30:55,THAVALAKUZHI,,Suzuki,NA,http://59.94.178.105/getFile/P02C062-2023012301044.jpg,,KOTTAYAM,"Thavalakuzhi To Pattithanam",C06
KL04AR0638,2023-01-23,05:30:55,KADAMPATTUKONAM,,Audi,NA,http://117.216.46.219/getFile/P05C091-2023012303060.jpg,,TRIVENDRAM,"Kadampattukonam to Paripally_Lane1",C09
KL02AY4073,2023-01-23,05:30:54,KADAMPATTUKONAM,,Renault,Black,http://117.216.46.219/getFile/P05C111-2023012303578.jpg,,TRIVENDRAM,"Kadampattukonam to Kallambalam_Lane1",C11
KL84A9301,2023-01-23,05:30:56,PALORAMALA_JN,,,Grey,http://117.247.180.163/getFile/P01C023-2023012301468.jpg,,KOZHIKODE,"PALORAMALA TO VEGALAM LANE2",C02
HR381463,2023-01-23,05:30:57,GOPALAPURAM_JN,,,Grey,http://117.251.18.178/getFile/P01C023-2023012300582.jpg,,PALAKKAD,"GOPALAPURAM TO POLLACHI",C02
KL01BV6055,2023-01-23,05:30:56,PADANILAM_JN,,,Black,http://117.247.180.163/getFile/P09C204-2023012300572.jpg,,KOZHIKODE,"PADANILAM TO WAYANAD LANE2",C20
KL0AQ4,2023-01-23,05:30:55,OORKKADAVU_JN,,,Grey,http://117.247.180.163/getFile/P05C122-2023012300238.jpg,,KOZHIKODE,OORKKADAVU_TO_KKD,C12
AP1463,2023-01-23,05:30:57,GOPALAPURAM_JN,,,Grey,http://117.251.18.178/getFile/P01C023-2023012300520.jpg,,PALAKKAD,"GOPALAPURAM TO POLLACHI",C02
KL10AY9629,2023-01-23,05:30:56,OORKKADAVU_JN,,,Grey,http://117.247.180.163/getFile/P05C110-2023012300346.jpg,,KOZHIKODE,OORKKADAVU_TO_MALAPPURAM,C11
TN69BQ1879,2023-01-23,05:30:57,PALORAMALA_JN,,,Grey,http://117.247.180.163/getFile/P01C023-2023012301470.jpg,,KOZHIKODE,"PALORAMALA TO VEGALAM LANE2",C02
MHS7168,2023-01-23,05:30:58,INCHIVILA,,,Black,http://117.216.46.219/getFile/P01C020-2023012301072.jpg,,TRIVENDRAM,"Inchivila To KanyaKumari",C02
KL17X2309,2023-01-23,05:30:58,THAVALAKUZHI,,Tata,Grey,http://59.94.178.105/getFile/P02C062-2023012301046.jpg,,KOTTAYAM,"Thavalakuzhi To Pattithanam",C06
KL04AR0638,2023-01-23,05:30:56,KADAMPATTUKONAM,,Honda,Grey,http://117.216.46.219/getFile/P05C111-2023012303580.jpg,,TRIVENDRAM,"Kadampattukonam to Kallambalam_Lane1",C11
KL01BL2867,2023-01-23,05:30:59,KADAMPATTUKONAM,,,NA,http://117.216.46.219/getFile/P05C121-2023012301502.jpg,,TRIVENDRAM,"Kadampattukonam to Kallambalam_Lane2",C12
KL02BF8355,2023-01-23,05:30:58,KADAMPATTUKONAM,,Honda,NA,http://117.216.46.219/getFile/P05C091-2023012303062.jpg,,TRIVENDRAM,"Kadampattukonam to Paripally_Lane1",C09
KL01V7840,2023-01-23,05:30:58,KADAMPATTUKONAM,,,NA,http://117.216.46.219/getFile/P05C121-2023012301500.jpg,,TRIVENDRAM,"Kadampattukonam to Kallambalam_Lane2",C12
KL33J1170,2023-01-23,05:32:25,BODIMETTU,,,NA,http://59.94.179.116/getFile/P03C101-2023012300184.jpg,,IDUKKI,"Bodimettu To Pooppara_Lane2",C10
KL33J1170,2023-01-23,05:32:25,BODIMETTU,,,NA,http://59.94.179.116/getFile/P03C091-2023012300030.jpg,,IDUKKI,"Bodimettu To Pooppara_Lane1",C09
KL01BV6055,2023-01-23,05:30:59,PADANILAM_JN,,BMW,Black,http://117.247.180.163/getFile/P09C224-2023012301198.jpg,,KOZHIKODE,"PADANILAM TO KKD LANE2",C22
KL27H3979,2023-01-23,05:30:32,LAIKKADU,,Suzuki,NA,http://59.94.178.105/getFile/P01C031-2023012300640.jpg,,KOTTAYAM,"Laikkad To Kottayam Lane 1",C03
KL19J2098,2023-01-23,05:30:59,CHERUVARAKONAM,,,Black,http://117.216.46.219/getFile/P02C042-2023012300346.jpg,,TRIVENDRAM,"Cheruvarakonam To Trivandrum",C04
KL01BV609,2023-01-23,05:30:59,PADANILAM_JN,,BMW,Black,http://117.247.180.163/getFile/P09C211-2023012301538.jpg,,KOZHIKODE,"PADANILAM TO KKD LANE1",C21
KL34LG2033,2023-01-23,05:28:24,"35th MILE",,Jeep,NA,http://59.94.179.116/getFile/P07C180-2023012300586.jpg,,IDUKKI,"35th Mile to Kuttikkanam",C18
KL59T,2023-01-23,05:31:00,VAIDHYARANGADI_JN,,,Black,http://117.247.180.163/getFile/P10C241-2023012302224.jpg,,KOZHIKODE,"VAIDHYARANGADI TO MALAPPURAM LANE2",C24
KL38E8082,2023-01-23,05:30:59,VENGALLUR,,,NA,http://59.94.179.116/getFile/P06C160-2023012300882.jpg,,IDUKKI,"Vengallur to Muvattupuzha",C16
KL67A8222,2023-01-23,05:30:32,THAVALAKUZHI,,,Grey,http://59.94.178.105/getFile/P02C052-2023012301570.jpg,,KOTTAYAM,"Thavalakuzhi To Kottayam",C05
KL51A0867,2023-01-23,05:31:01,PULAMANTHOLE_JN,,,NA,http://117.221.64.243/getFile/P04C101-2023012300962.jpg,,MALAPPURAM,"PALAKKAD TO PULAMANTHOLE JN",C10
RJ14GJ1683,2023-01-23,05:31:01,WALAYAR_JN,,,Grey,http://117.251.18.178/getFile/P05C114-2023012300292.jpg,,PALAKKAD,"WALAYAR TO COVAI LANE_1",C11
KL01BL2867,2023-01-23,05:30:59,KADAMPATTUKONAM,,,NA,http://117.216.46.219/getFile/P05C111-2023012303582.jpg,,TRIVENDRAM,"Kadampattukonam to Kallambalam_Lane1",C11
KL02BF8355,2023-01-23,05:30:59,KADAMPATTUKONAM,,Suzuki,NA,http://117.216.46.219/getFile/P05C111-2023012303544.jpg,,TRIVENDRAM,"Kadampattukonam to Kallambalam_Lane1",C11
KL27J7601,2023-01-23,05:30:33,LAIKKADU,,Renault,NA,http://59.94.178.105/getFile/P01C031-2023012300644.jpg,,KOTTAYAM,"Laikkad To Kottayam Lane 1",C03
KL11BJ8897,2023-01-23,05:31:02,PADANILAM_JN,,,Black,http://117.247.180.163/getFile/P09C224-2023012301200.jpg,,KOZHIKODE,"PADANILAM TO KKD LANE2",C22
KL40M1110,2023-01-23,05:31:03,THAVALAKUZHI,,Hyundai,NA,http://59.94.178.105/getFile/P02C052-2023012301572.jpg,,KOTTAYAM,"Thavalakuzhi To Kottayam",C05
KL05AX9835,2023-01-23,05:31:02,LAIKKADU,,,NA,http://59.94.178.105/getFile/P01C011-2023012301448.jpg,,KOTTAYAM,"Laikkad To Thiruvalla Lane 1",C01
KL05AX1116,2023-01-23,05:30:35,THAVALAKUZHI,,,NA,http://59.94.178.105/getFile/P02C062-2023012301038.jpg,,KOTTAYAM,"Thavalakuzhi To Pattithanam",C06
KL59T6091,2023-01-23,05:31:02,VAIDHYARANGADI_JN,,Datsun,Grey,http://117.247.180.163/getFile/P10C251-2023012303082.jpg,,KOZHIKODE,"VAIDHYARANGADI TO KKD LANE1",C25
KL11BJ8897,2023-01-23,05:31:02,PADANILAM_JN,,,Black,http://117.247.180.163/getFile/P09C211-2023012301540.jpg,,KOZHIKODE,"PADANILAM TO KKD LANE1",C21
KL10AW1689,2023-01-23,05:31:03,PULAMANTHOLE_JN,,,NA,http://117.221.64.243/getFile/P04C090-2023012301354.jpg,,MALAPPURAM,"PULAMANTHOLE TO PALAKKAD",C09
KL38F9248,2023-01-23,05:09:06,VENGALLUR,,,NA,http://59.94.179.116/getFile/P06C150-2023012300736.jpg,,IDUKKI,"Vengallur to Thodupuzha",C15
KL17M549,2023-01-23,05:31:01,VENGALLUR,,,NA,http://59.94.179.116/getFile/P06C150-2023012300838.jpg,,IDUKKI,"Vengallur to Thodupuzha",C15
KL46A1185,2023-01-23,05:31:02,KARINKALATHANI_JN,,,Black,http://117.221.64.243/getFile/P02C052-2023012301012.jpg,,MALAPPURAM,"KARINKALATHANI TO PALAKKAD",C05
KL05AX9836,2023-01-23,05:31:02,LAIKKADU,,,NA,http://59.94.178.105/getFile/P01C021-2023012301506.jpg,,KOTTAYAM,"Laikkad To Thiruvalla Lane 2",C02
KL56D8378,2023-01-23,05:31:03,VAIDHYARANGADI_JN,,Suzuki,Black,http://117.247.180.163/getFile/P10C251-2023012303084.jpg,,KOZHIKODE,"VAIDHYARANGADI TO KKD LANE1",C25
TN43X9221,2023-01-23,05:31:05,VAZHIKKADAVU_JN,,,NA,http://117.221.64.243/getFile/P08C170-2023012300300.jpg,,MALAPPURAM,"VAZHIKKADAVU TO NILAMBOOR",C17
KL10BB6706,2023-01-23,05:31:04,VAIDHYARANGADI_JN,,,Grey,http://117.247.180.163/getFile/P10C251-2023012303032.jpg,,KOZHIKODE,"VAIDHYARANGADI TO KKD LANE1",C25
KL10AZ8608,2023-01-23,05:31:05,VAIDHYARANGADI_JN,,,Black,http://117.247.180.163/getFile/P10C251-2023012303086.jpg,,KOZHIKODE,"VAIDHYARANGADI TO KKD LANE1",C25
KL9571,2023-01-23,05:31:07,WALAYAR_JN,,,Grey,http://117.251.18.178/getFile/P05C094-2023012300710.jpg,,PALAKKAD,"WALAYAR TO PALAKAD LANE_1",C09
KL11BX2532,2023-01-23,05:31:00,ELATHUR_JN,,,Black,http://117.247.180.163/getFile/P08C170-2023012300928.jpg,,KOZHIKODE,"ELATHUR TO KANNUR",C17
KL34C9284,2023-01-23,05:27:11,"35th MILE",,,NA,http://59.94.179.116/getFile/P07C180-2023012300584.jpg,,IDUKKI,"35th Mile to Kuttikkanam",C18
KL53S5023,2023-01-23,05:31:07,PULAMANTHOLE_JN,,,NA,http://117.221.64.243/getFile/P04C101-2023012300966.jpg,,MALAPPURAM,"PALAKKAD TO PULAMANTHOLE JN",C10
KL57S5777,2023-01-23,05:31:08,PADANILAM_JN,,,Black,http://117.247.180.163/getFile/P09C211-2023012301542.jpg,,KOZHIKODE,"PADANILAM TO KKD LANE1",C21
TN700C,2023-01-23,05:31:09,PALORAMALA_JN,,,Grey,http://117.247.180.163/getFile/P01C023-2023012301472.jpg,,KOZHIKODE,"PALORAMALA TO VEGALAM LANE2",C02
KL13AU120,2023-01-23,05:31:08,NEDUMPOYIL,,,NA,http://59.96.61.71/getFile/P02C050-2023012300118.jpg,,KANNUR_RURAL,"Nedumpoyil To Kannur",C05
KL05W9777,2023-01-23,05:30:41,THAVALAKUZHI,,,NA,http://59.94.178.105/getFile/P02C062-2023012301040.jpg,,KOTTAYAM,"Thavalakuzhi To Pattithanam",C06
KLJA60,2023-01-23,05:31:10,THAVALAKUZHI,,,Grey,http://59.94.178.105/getFile/P02C052-2023012301574.jpg,,KOTTAYAM,"Thavalakuzhi To Kottayam",C05
KL04AB6799,2023-01-23,05:31:12,THAVALAKUZHI,,Ford,Black,http://59.94.178.105/getFile/P02C062-2023012301048.jpg,,KOTTAYAM,"Thavalakuzhi To Pattithanam",C06
38F9248,2023-01-23,05:09:04,VENGALLUR,,,NA,http://59.94.179.116/getFile/P06C160-2023012300764.jpg,,IDUKKI,"Vengallur to Muvattupuzha",C16
KL10AZ2490,2023-01-23,05:31:12,VAIDHYARANGADI_JN,,,Black,http://117.247.180.163/getFile/P10C251-2023012303090.jpg,,KOZHIKODE,"VAIDHYARANGADI TO KKD LANE1",C25
KL13AU1202,2023-01-23,05:31:11,NEDUMPOYIL,,Mercedes,NA,http://59.96.61.71/getFile/P02C060-2023012300130.jpg,,KANNUR_RURAL,"Nedumpoyil To Wayanad",C06
KL23H1539,2023-01-23,05:30:43,LAIKKADU,,,NA,http://59.94.178.105/getFile/P01C041-2023012300736.jpg,helmet_violation,KOTTAYAM,"Laikkad To Kottayam Lane 2",C04
KL84A2936,2023-01-23,05:31:12,VAIDHYARANGADI_JN,,,Black,http://117.247.180.163/getFile/P10C241-2023012302226.jpg,,KOZHIKODE,"VAIDHYARANGADI TO MALAPPURAM LANE2",C24
KL05AJ3830,2023-01-23,05:26:07,"35th MILE",,Honda,NA,http://59.94.179.116/getFile/P07C180-2023012300582.jpg,,IDUKKI,"35th Mile to Kuttikkanam",C18
KL369,2023-01-23,05:31:12,VENGALLUR,,,NA,http://59.94.179.116/getFile/P06C160-2023012300884.jpg,,IDUKKI,"Vengallur to Muvattupuzha",C16
KL35A127,2023-01-23,05:31:14,LAIKKADU,,,Grey,http://59.94.178.105/getFile/P01C011-2023012301450.jpg,,KOTTAYAM,"Laikkad To Thiruvalla Lane 1",C01
38C2331,2023-01-23,05:31:12,VENGALLUR,,,NA,http://59.94.179.116/getFile/P06C160-2023012300886.jpg,,IDUKKI,"Vengallur to Muvattupuzha",C16
KL1617,2023-01-23,05:31:15,KADAMPATTUKONAM,,,NA,http://117.216.46.219/getFile/P05C121-2023012301504.jpg,,TRIVENDRAM,"Kadampattukonam to Kallambalam_Lane2",C12
KL15A2318,2023-01-23,05:31:16,VAZHIKKADAVU_JN,,,NA,http://117.221.64.243/getFile/P08C170-2023012300302.jpg,,MALAPPURAM,"VAZHIKKADAVU TO NILAMBOOR",C17
TN41AV07,2023-01-23,05:31:15,KANNIMARI_JN,,,Grey,http://117.251.18.178/getFile/P03C050-2023012300170.jpg,,PALAKKAD,"KANNIMARI TO PALAKAD",C05
KL05AU5004,2023-01-23,05:31:16,THAVALAKUZHI,,Hyundai,Grey,http://59.94.178.105/getFile/P02C052-2023012301576.jpg,,KOTTAYAM,"Thavalakuzhi To Kottayam",C05
AP703,2023-01-23,05:31:16,LAIKKADU,,Honda,NA,http://59.94.178.105/getFile/P01C011-2023012301452.jpg,,KOTTAYAM,"Laikkad To Thiruvalla Lane 1",C01
KL16E3719,2023-01-23,05:31:14,KADAMPATTUKONAM,,,NA,http://117.216.46.219/getFile/P05C111-2023012303584.jpg,,TRIVENDRAM,"Kadampattukonam to Kallambalam_Lane1",C11
AP7043,2023-01-23,05:31:16,LAIKKADU,,Honda,NA,http://59.94.178.105/getFile/P01C021-2023012301510.jpg,,KOTTAYAM,"Laikkad To Thiruvalla Lane 2",C02
KL764236,2023-01-23,05:31:09,KAKKODI_MUKKU_JN,,,Grey,http://117.247.180.163/getFile/P03C070-2023012300594.jpg,,KOZHIKODE,"KAKKODI TO BALUSSERY",C07
KL85A6036,2023-01-23,05:31:16,VAIDHYARANGADI_JN,,,Black,http://117.247.180.163/getFile/P10C251-2023012303092.jpg,,KOZHIKODE,"VAIDHYARANGADI TO KKD LANE1",C25
KL10BG8163,2023-01-23,05:31:15,KARINKALATHANI_JN,,Suzuki,Black,http://117.221.64.243/getFile/P02C052-2023012301014.jpg,,MALAPPURAM,"KARINKALATHANI TO PALAKKAD",C05
KL09AJ2901,2023-01-23,05:31:15,VENGALLUR,,Audi,NA,http://59.94.179.116/getFile/P06C150-2023012300842.jpg,,IDUKKI,"Vengallur to Thodupuzha",C15
KL52C367,2023-01-23,05:31:18,THOOTHA_JN,,Suzuki,Black,http://117.221.64.243/getFile/P03C071-2023012300778.jpg,,MALAPPURAM,"THOOTHA TO PALAKKAD",C07
KL53S0586,2023-01-23,05:31:18,PULAMANTHOLE_JN,,Suzuki,NA,http://117.221.64.243/getFile/P04C090-2023012301356.jpg,,MALAPPURAM,"PULAMANTHOLE TO PALAKKAD",C09
KL01CA3821,2023-01-23,05:31:19,KADAMPATTUKONAM,,BMW,NA,http://117.216.46.219/getFile/P05C091-2023012303064.jpg,,TRIVENDRAM,"Kadampattukonam to Paripally_Lane1",C09
KL01CA3821,2023-01-23,05:31:17,KADAMPATTUKONAM,,Audi,NA,http://117.216.46.219/getFile/P05C111-2023012303588.jpg,,TRIVENDRAM,"Kadampattukonam to Kallambalam_Lane1",C11
KL27E,2023-01-23,05:31:20,INCHIVILA,,,NA,http://117.216.46.219/getFile/P01C020-2023012301074.jpg,,TRIVENDRAM,"Inchivila To KanyaKumari",C02
KL42U9555,2023-01-23,05:31:19,OZHALAPATHY_JN,,,Grey,http://117.251.18.178/getFile/P07C162-2023012300072.jpg,,PALAKKAD,"OZHALAPATHY TO POLLACHI",C16
KL0595,2023-01-23,05:31:21,LAIKKADU,,,NA,http://59.94.178.105/getFile/P01C031-2023012300646.jpg,,KOTTAYAM,"Laikkad To Kottayam Lane 1",C03
KL27H4867,2023-01-23,05:31:18,LAIKKADU,,,Grey,http://59.94.178.105/getFile/P01C011-2023012301454.jpg,,KOTTAYAM,"Laikkad To Thiruvalla Lane 1",C01
KL27G5450,2023-01-23,05:30:51,THAVALAKUZHI,,Suzuki,NA,http://59.94.178.105/getFile/P02C062-2023012301042.jpg,,KOTTAYAM,"Thavalakuzhi To Pattithanam",C06
KL23H1539,2023-01-23,05:30:43,LAIKKADU,,,NA,http://59.94.178.105/getFile/P01C041-2023012300736.jpg,helmet_violation,KOTTAYAM,"Laikkad To Kottayam Lane 2",C04
KL27H4867,2023-01-23,05:31:18,LAIKKADU,,,Grey,http://59.94.178.105/getFile/P01C021-2023012301512.jpg,,KOTTAYAM,"Laikkad To Thiruvalla Lane 2",C02
KL01CA3821,2023-01-23,05:31:19,KADAMPATTUKONAM,,,NA,http://117.216.46.219/getFile/P05C101-2023012301718.jpg,,TRIVENDRAM,"Kadampattukonam to Paripally_Lane2",C10
KL59D6009,2023-01-23,05:08:25,VENGALLUR,,,NA,http://59.94.179.116/getFile/P06C160-2023012300762.jpg,,IDUKKI,"Vengallur to Muvattupuzha",C16
KL635674,2023-01-23,05:31:19,VENGALLUR,,Honda,NA,http://59.94.179.116/getFile/P06C160-2023012300888.jpg,,IDUKKI,"Vengallur to Muvattupuzha",C16
KL07CG4179,2023-01-23,05:31:21,THAVALAKUZHI,,Suzuki,NA,http://59.94.178.105/getFile/P02C052-2023012301578.jpg,,KOTTAYAM,"Thavalakuzhi To Kottayam",C05
KL37E9050,2023-01-23,05:26:02,"35th MILE",,,NA,http://59.94.179.116/getFile/P07C180-2023012300580.jpg,,IDUKKI,"35th Mile to Kuttikkanam",C18
